,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,Altay,47.8667,88.1167,72.52,36,15,12.53,CN,1628224245
283,Mae Sai,20.4335,99.8762,85.44,90,99,2.57,TH,1628224245
284,Purpe,64.4803,76.6897,77.74,46,24,11.5,RU,1628224245
285,Karasburg,-28.0167,18.75,48.2,32,0,3.89,NA,1628224246
286,Beyneu,45.3167,55.2,94.75,18,99,9.8,KZ,1628224246
287,Crateús,-5.1783,-40.6775,73.02,60,8,5.53,BR,1628224246
288,General Pico,-35.6566,-63.7568,50.86,64,25,9.53,AR,1628224247
289,Anloga,5.7947,0.8973,77.22,88,75,10.13,GH,1628224247
290,George Town,5.4112,100.3354,91.33,62,20,3.44,MY,1628223584
291,Elko,41.0002,-115.5012,80.62,5,52,21.0,US,1628224030
292,Camacha,33.0833,-16.3333,71.53,94,75,12.66,PT,1628224247
293,Taltal,-25.4,-70.4833,58.44,69,11,3.29,CL,1628223956
294,Shakhtinsk,49.71,72.5872,79.36,30,48,1.52,KZ,1628224248
295,Tagusao,9.1924,117.8141,87.12,69,96,17.07,PH,1628224248
296,Saint-François,46.4154,3.9054,63.84,72,0,4.61,FR,1628224248
297,Araouane,18.9048,-3.5265,85.96,43,92,16.49,ML,1628224249
298,Port Lincoln,-34.7333,135.8667,57.99,63,96,12.8,AU,1628224249
299,Savonlinna,61.8699,28.88,58.24,94,0,3.44,FI,1628224249
300,New Norfolk,-42.7826,147.0587,57.76,59,94,7.0,AU,1628223823
301,Baracoa,20.3467,-74.4958,81.7,80,75,6.78,CU,1628224250
302,Paiján,-7.7333,-79.3022,62.37,88,3,6.4,PE,1628224250
303,Chokurdakh,70.6333,147.9167,45.37,70,99,10.71,RU,1628223820
304,Jiblah,13.9216,44.1467,71.04,45,97,0.56,YE,1628224250
305,Vardø,70.3705,31.1107,53.8,82,27,6.38,NO,1628223955
306,Letlhakeng,-24.0944,25.0298,50.9,46,20,4.34,BW,1628224251
307,Nagapattinam,10.7667,79.8333,90.77,50,100,16.71,IN,1628224251
308,Ketchikan,55.3422,-131.6461,55.87,100,90,12.66,US,1628224251
309,Barra de Tecoanapa,16.5167,-98.75,77.61,89,100,5.46,MX,1628224252
310,Pirmasens,49.2015,7.6053,60.73,97,100,9.33,DE,1628224252
311,Aklavik,68.2191,-135.0107,52.63,82,84,17.92,CA,1628224252
312,Itacurubí del Rosario,-24.5,-56.6833,61.07,73,52,5.14,PY,1628224252
313,Noumea,-22.2763,166.4572,71.58,56,91,9.71,NC,1628223883
314,Kumul,42.8,93.45,92.97,15,36,7.27,CN,1628223886
315,Beaufort,5.3473,115.7455,91.56,43,17,6.06,MY,1628224253
316,Paracuru,-3.41,-39.0306,80.62,82,32,12.28,BR,1628224253
317,Beloha,-25.1667,45.05,61.63,59,0,4.61,MG,1628223843
318,Souillac,-20.5167,57.5167,69.37,88,40,3.44,MU,1628223897
319,Sooke,48.3746,-123.7276,71.58,83,100,12.55,CA,1628224254
320,Pringsewu,-5.3582,104.9744,84.94,73,92,5.53,ID,1628224254
321,Narsaq,60.9167,-46.05,46.62,93,100,1.34,GL,1628224254
322,Lodja,-3.4833,23.4333,75.76,48,88,0.69,CD,1628224255
323,Lavrentiya,65.5833,-171.0,49.95,96,100,2.98,RU,1628223842
324,Caravelas,-17.7125,-39.2481,70.5,70,100,9.46,BR,1628223830
325,Zhangye,38.9342,100.4517,90.18,17,67,4.72,CN,1628224255
326,Mehamn,71.0357,27.8492,53.78,76,95,5.75,NO,1628224255
327,Tooele,40.5308,-112.2983,88.45,23,1,11.5,US,1628224256
328,Bulgan,48.8125,103.5347,73.69,51,83,4.97,MN,1628224256
329,Ponta Delgada,37.7333,-25.6667,72.32,94,40,17.27,PT,1628223857
330,Remerschen,49.4886,6.3517,62.4,100,75,11.5,LU,1628224256
331,Qaqortoq,60.7167,-46.0333,46.9,96,100,1.5,GL,1628224257
332,Springbok,-29.6643,17.8865,44.64,51,0,2.06,ZA,1628224257
333,Wick,58.4333,-3.0833,57.25,100,90,13.8,GB,1628224257
334,Pecos,31.4229,-103.4932,82.31,47,1,8.05,US,1628224258
335,Kunming,25.0389,102.7183,73.33,68,40,6.71,CN,1628224258
336,Nokaneng,-19.6667,22.2667,52.88,40,0,5.91,BW,1628224258
337,Chimbote,-9.0853,-78.5783,62.82,89,14,7.7,PE,1628224224
338,Kruisfontein,-34.0033,24.7314,55.89,90,40,6.17,ZA,1628224004
339,Lluta,-16.0147,-72.0142,49.68,46,0,2.57,PE,1628224259
340,Kaitangata,-46.2817,169.8464,54.93,58,21,4.59,NZ,1628223671
341,Abnūb,27.2696,31.1511,82.62,18,0,2.59,EG,1628224259
342,Araucária,-25.5931,-49.4103,53.89,96,100,3.6,BR,1628224259
343,Nizhnevartovsk,60.9344,76.5531,68.02,83,20,2.24,RU,1628224260
344,Winfield,37.2398,-96.9956,77.74,78,1,8.05,US,1628224260
345,Miguel Calmon,-11.4289,-40.595,62.91,96,88,5.61,BR,1628224260
346,Tauranga,-37.6861,176.1667,58.32,58,93,5.99,NZ,1628224261
347,Madona,56.8533,26.217,52.68,89,71,9.86,LV,1628224261
348,Plymouth,41.8334,-70.8328,66.81,91,90,5.75,US,1628224261
349,Taku,39.0211,117.6469,85.96,59,0,3.74,CN,1628224261
350,Deputatsky,69.3,139.9,38.34,90,100,5.55,RU,1628223850
351,Manaus,-3.1019,-60.025,81.09,83,0,6.91,BR,1628224211
352,Khuzdar,27.7384,66.6434,90.16,12,2,6.35,PK,1628224262
353,Kahului,20.8947,-156.47,79.86,85,40,21.85,US,1628223901
354,Palana,59.1167,159.9667,46.85,85,99,4.16,RU,1628224262
355,North Bend,43.4065,-124.2243,63.91,97,1,4.61,US,1628223862
356,Shakawe,-18.3667,21.85,51.3,38,0,4.09,BW,1628224263
357,Mutum,-19.8,-41.4383,58.86,92,34,1.57,BR,1628224263
358,Qaanaaq,77.484,-69.3632,41.18,66,7,6.2,GL,1628223872
359,Bud,39.447,-86.1758,71.58,88,97,3.6,US,1628223836
360,Brae,60.3964,-1.353,58.91,95,67,15.01,GB,1628223915
361,Lashio,22.9333,97.75,75.87,89,100,1.97,MM,1628223954
362,Nome,64.5011,-165.4064,60.17,87,90,20.71,US,1628223921
363,Nuquí,5.7125,-77.2708,77.38,91,100,3.31,CO,1628224264
364,Tahoua,14.8888,5.2692,80.46,67,81,13.98,NE,1628224264
365,Bitung,1.4451,125.1824,94.05,71,98,14.25,ID,1628224264
366,Nehe,48.4833,124.8333,73.74,72,49,7.16,CN,1628224265
367,Riyadh,24.6877,46.7219,89.74,11,1,9.22,SA,1628224156
368,Gornopravdinsk,60.05,69.9,73.09,56,94,6.29,RU,1628224265
369,Strezhevoy,60.7333,77.5889,67.98,54,16,5.82,RU,1628224265
370,Tiksi,71.6872,128.8694,41.72,87,99,17.98,RU,1628223836
371,Inhambane,-23.865,35.3833,64.36,81,0,4.7,MZ,1628224266
372,Isaka,-3.9,32.9333,67.41,56,59,7.65,TZ,1628224266
373,Beringovskiy,63.05,179.3167,49.8,82,98,6.08,RU,1628224266
374,Formosa,-26.1775,-58.1781,60.78,82,0,2.3,AR,1628224267
375,Saint-Pierre,-21.3393,55.4781,68.29,61,20,4.61,RE,1628224267
376,Kavieng,-2.5744,150.7967,83.64,72,50,13.13,PG,1628223778
377,Nguruka,-5.1092,31.0419,69.37,48,53,3.62,TZ,1628224267
378,Bonavista,48.6499,-53.1147,64.4,80,99,13.76,CA,1628224268
379,Anchorage,61.2181,-149.9003,69.75,75,1,5.99,US,1628224156
380,Vryburg,-26.9566,24.7284,45.05,59,0,3.58,ZA,1628224268
381,Khovd,48.0056,91.6419,71.2,24,8,4.76,MN,1628224268
382,Nanchang,28.6833,115.8833,92.25,59,51,12.62,CN,1628224269
383,Port Hedland,-20.3167,118.5667,80.65,14,40,19.57,AU,1628223819
384,Tuatapere,-46.1333,167.6833,49.82,75,44,6.6,NZ,1628223934
385,Coyhaique,-45.5752,-72.0662,39.15,93,90,2.3,CL,1628223885
386,Nueva Concepción,14.2,-91.3,80.76,94,100,5.73,GT,1628224269
387,Parabel',58.6978,81.4825,71.31,68,10,5.41,RU,1628224270
388,Santa Cruz de la Sierra,-17.8,-63.1667,64.33,50,0,2.35,BO,1628224270
389,Petropavlovsk-Kamchatskiy,53.0452,158.6483,63.19,36,40,15.66,RU,1628223931
390,Yarqā,31.9785,35.6947,84.25,19,0,2.91,JO,1628224270
391,Ancud,-41.8697,-73.8203,50.23,86,100,12.77,CL,1628223826
392,Mount Gambier,-37.8333,140.7667,55.31,76,75,13.8,AU,1628223893
393,Alta Floresta,-9.8756,-56.0861,72.88,39,95,2.04,BR,1628224271
394,Berlevåg,70.8578,29.0864,51.57,81,97,7.58,NO,1628223922
395,Sanmenxia,34.7747,111.1814,95.36,33,82,2.46,CN,1628224271
396,Oranjemund,-28.55,16.4333,53.51,73,1,2.04,NA,1628224271
397,Auki,-8.7676,160.7034,83.05,63,21,7.78,SB,1628223935
398,Gorontalo,0.5412,123.0595,86.68,65,90,8.32,ID,1628224272
399,Hede,33.7681,120.2517,86.76,70,25,9.4,CN,1628224272
400,Choya,52.0108,86.5467,64.89,84,80,7.78,RU,1628224272
401,Acapulco de Juárez,16.8634,-99.8901,79.77,86,100,7.47,MX,1628223544
402,Eureka,40.8021,-124.1637,63.19,79,58,3.0,US,1628223844
403,Vasalemma,59.2442,24.29,60.15,60,0,5.59,EE,1628224273
404,Atasū,48.6814,71.6433,81.09,25,15,6.6,KZ,1628224273
405,Lakatoro,-16.0999,167.4164,76.46,78,99,5.7,VU,1628224273
406,Trabzon Province,40.9167,39.8333,75.29,74,75,2.3,TR,1628224274
407,Council Bluffs,41.2619,-95.8608,78.78,81,40,6.91,US,1628224195
408,Garoowe,8.4054,48.4845,77.67,52,53,28.74,SO,1628224274
409,Shache,38.4167,77.2406,86.85,23,100,2.44,CN,1628224274
410,Shitanjing,39.2342,106.3439,81.36,18,92,7.2,CN,1628224275
411,Warrington,53.3925,-2.5802,61.02,96,75,11.5,GB,1628224217
412,Talnakh,69.4865,88.3972,76.91,49,87,1.61,RU,1628223921
413,Eresós,39.1667,25.9333,80.11,54,33,7.0,GR,1628224275
414,Matamoros,25.5333,-103.25,75.51,61,100,7.27,MX,1628224275
415,Verkh-Usugli,52.7,115.1667,76.98,37,39,6.49,RU,1628224276
416,La Providencia,28.7167,-111.5833,89.1,61,32,13.0,MX,1628224276
417,Almaznyy,48.0448,40.045,68.14,34,49,14.41,RU,1628224276
418,Hay River,60.8156,-115.7999,57.18,82,40,5.75,CA,1628223702
419,Zdvinsk,54.7021,78.661,71.74,58,59,10.38,RU,1628224277
420,Changzhou,31.7833,119.9667,90.97,61,33,8.93,CN,1628224218
421,Cidreira,-30.1811,-50.2056,60.55,94,100,15.52,BR,1628223815
422,Juneau,58.3019,-134.4197,64.45,87,75,11.5,US,1628224097
423,Touros,-5.1989,-35.4608,74.3,86,41,14.92,BR,1628224277
424,San Vicente,-26.6167,-54.1333,58.98,64,100,3.13,AR,1628223881
425,Umluj,25.0213,37.2685,90.32,55,2,3.49,SA,1628224278
426,Palu,-0.8917,119.8707,86.99,72,100,2.66,ID,1628224278
427,Lock Haven,41.137,-77.4469,69.4,95,34,1.97,US,1628224278
428,Khedbrahma,24.0333,73.05,84.33,68,100,9.17,IN,1628224279
429,Katsuura,35.1333,140.3,93.24,72,48,9.22,JP,1628224279
430,Ol'ga,43.7444,135.2892,81.03,73,60,7.43,RU,1628224279
431,Pisco,-13.7,-76.2167,61.02,82,90,14.97,PE,1628223894
432,Phalaborwa,-23.943,31.1411,54.68,49,0,3.6,ZA,1628224280
433,Hambantota,6.1241,81.1185,89.94,66,20,16.11,LK,1628224280
434,Mareeba,-17.0,145.4333,73.44,53,85,7.0,AU,1628224280
435,Zhangjiakou Shi Xuanhua Qu,40.6103,115.0447,83.21,32,0,4.81,CN,1628224281
436,Kitob,39.0843,66.8332,86.58,16,1,4.76,UZ,1628224281
437,Pichayevo,53.2363,42.2032,68.14,52,100,11.65,RU,1628224281
438,Syracuse,37.0881,15.2792,81.61,65,8,0.76,IT,1628224282
439,Jalu,29.0331,21.5482,85.89,19,0,7.63,LY,1628224282
440,Isla Mujeres,21.2311,-86.731,80.65,76,95,12.55,MX,1628224282
441,Tigil',57.8,158.6667,48.83,89,100,2.59,RU,1628224282
442,Palestine,31.9216,35.2033,79.93,26,1,4.7,PS,1628224283
443,Preobrazheniye,42.9019,133.9064,83.01,72,65,9.24,RU,1628224283
444,Nemuro,43.3236,145.575,75.63,94,86,7.61,JP,1628223867
445,Guerrero Negro,27.9769,-114.0611,71.85,82,3,11.77,MX,1628223822
446,Tura,25.5198,90.2201,82.83,84,100,6.02,IN,1628223960
447,Kilcormac,53.1742,-7.7256,58.06,93,99,14.47,IE,1628224284
448,Kristiansund,63.1115,7.732,56.05,88,50,5.75,NO,1628224284
449,Sørland,67.667,12.6934,54.59,82,86,9.13,NO,1628224284
450,Québec,46.8123,-71.2145,68.49,85,1,0.0,CA,1628224093
451,Acheng,45.5454,126.977,80.53,73,100,9.17,CN,1628224285
452,Poya,-21.35,165.15,69.89,52,73,8.41,NC,1628224285
453,Olafsvik,64.8945,-23.7142,53.15,84,23,5.21,IS,1628223878
454,Port Macquarie,-31.4333,152.9167,67.89,42,0,6.17,AU,1628223797
455,Bilibino,68.0546,166.4372,72.18,43,9,8.12,RU,1628223815
456,Zheleznodorozhnyy,55.7503,38.0042,62.37,74,99,4.38,RU,1628224286
457,Chuchkovo,54.2693,41.4465,67.8,63,98,12.1,RU,1628224286
458,Port Pirie,-33.1833,138.0167,60.89,54,94,5.01,AU,1628224286
459,Cururupu,-1.8283,-44.8683,72.59,90,37,1.45,BR,1628223874
460,Gamboula,4.1178,15.1393,65.66,99,75,3.69,CF,1628224287
461,Hamilton,39.1834,-84.5333,73.36,82,1,0.0,US,1628223741
462,Edissiya,44.0511,44.5408,83.53,46,0,11.65,RU,1628224287
463,Gualeguay,-33.1416,-59.3097,53.22,91,0,6.85,AR,1628224287
464,Pokhara,28.2333,83.9833,80.55,68,99,2.21,NP,1628223843
465,Ust-Tsilma,65.441,52.1498,52.02,90,100,6.62,RU,1628224288
466,Kavaratti,10.5669,72.642,82.35,81,100,22.01,IN,1628224288
467,General Roca,-39.0333,-67.5833,46.8,34,82,6.91,AR,1628223887
468,Heihe,50.2441,127.4902,79.38,59,25,8.63,CN,1628224288
469,Mezen',65.8522,44.24,51.8,81,99,3.42,RU,1628223935
470,Srednekolymsk,67.45,153.6833,50.38,72,100,11.01,RU,1628223893
471,Vila Velha,-20.3297,-40.2925,62.55,100,75,0.0,BR,1628223702
472,Diamantino,-14.4086,-56.4461,72.45,35,100,3.15,BR,1628223888
473,Geraldton,-28.7667,114.6,71.13,49,0,19.57,AU,1628223840
474,Volchikha,52.0333,80.3833,75.63,42,30,9.08,RU,1628224289
475,Trelew,-43.249,-65.3051,58.68,46,100,7.72,AR,1628224289
476,Sambava,-14.2667,50.1667,70.43,76,60,11.39,MG,1628224290
477,Beni Suef,29.0731,31.0979,89.08,26,0,5.19,EG,1628224290
478,Liaozhong,41.5061,122.7242,82.89,71,65,13.44,CN,1628224290
479,Torit,4.4133,32.5678,73.04,73,62,2.89,SS,1628224291
480,Lüderitz,-26.6481,15.1594,54.05,75,33,0.96,NA,1628223838
481,Tiarei,-17.5333,-149.3333,80.62,72,44,3.78,PF,1628224291
482,Vestmannaeyjar,63.4427,-20.2734,53.92,83,46,1.81,IS,1628223936
483,Tambopata,-12.7333,-69.1833,65.84,56,0,1.03,PE,1628224291
484,Maragheh,37.3917,46.2398,73.67,23,20,9.22,IR,1628224292
485,Luganville,-15.5333,167.1667,76.44,84,91,7.49,VU,1628224292
486,Meulaboh,4.1363,96.1285,85.64,60,93,3.85,ID,1628223869
487,Le Vauclin,14.5452,-60.8388,81.84,83,75,11.5,MQ,1628224292
488,Areosa,41.7178,-8.8571,65.25,85,44,6.17,PT,1628224293
489,Paamiut,61.994,-49.6678,43.83,98,100,12.8,GL,1628224152
490,Kirakira,-10.4544,161.9205,82.36,63,17,7.96,SB,1628223853
491,Copiapó,-27.3667,-70.3333,51.49,58,8,2.44,CL,1628224014
492,Sisimiut,66.9395,-53.6735,43.65,94,100,22.91,GL,1628224294
493,Sungai Penuh,-2.0833,101.3833,80.46,55,76,2.84,ID,1628224149
494,Baie-Comeau,49.2168,-68.1489,68.0,100,75,4.61,CA,1628224294
495,Poum,-20.2333,164.0167,69.73,61,97,24.02,NC,1628223846
496,Rabo de Peixe,37.8,-25.5833,71.11,94,40,17.27,PT,1628224294
497,Roseau,15.3017,-61.3881,81.01,78,37,10.69,DM,1628224295
498,Eyl,7.9803,49.8164,81.18,55,57,26.71,SO,1628224295
499,Imphal,24.8167,93.95,80.51,74,75,4.61,IN,1628224295
500,Tilichiki,60.4667,166.1,52.75,69,91,23.6,RU,1628224296
501,Sitka,57.0531,-135.33,60.69,82,90,0.0,US,1628223829
502,Weiser,44.251,-116.9693,82.6,45,41,8.25,US,1628224296
503,Opuwo,-18.0607,13.84,55.83,36,3,2.39,NA,1628223906
504,Leh,34.1667,77.5833,64.09,37,11,6.49,IN,1628224296
505,Walvis Bay,-22.9575,14.5053,53.1,93,1,5.75,NA,1628224297
506,Katobu,-4.9408,122.5276,85.73,60,98,8.39,ID,1628224297
507,San Rafael,-34.6177,-68.3301,58.19,33,72,8.84,AR,1628223814
508,Alekseyevsk,57.8406,108.3492,68.47,64,95,5.44,RU,1628224297
509,Kasongo-Lunda,-6.4667,16.8167,64.85,53,1,1.21,CD,1628224298
510,Berlin,52.5244,13.4105,63.07,88,0,1.01,DE,1628224293
511,Jieshi,22.8134,115.8257,87.94,83,100,23.44,CN,1628224298
512,Quatre Cocos,-20.2078,57.7625,69.1,66,72,13.13,MU,1628223924
513,Adtuyon,7.8144,124.8557,82.22,68,98,3.65,PH,1628224298
514,Damaturu,11.747,11.9608,72.64,91,93,11.34,NG,1628224299
515,Amazar,53.858,120.875,68.7,72,97,2.28,RU,1628224299
516,Pascagoula,30.3658,-88.5561,78.06,93,75,0.0,US,1628224299
517,Sassandra,4.95,-6.0833,72.37,94,46,4.52,CI,1628224300
518,Port Moresby,-9.4431,147.1797,83.62,61,90,17.27,PG,1628224254
519,Pouembout,-21.1333,164.9,70.59,50,85,9.24,NC,1628224300
520,Madimba,-10.4,40.3333,72.66,80,10,5.61,TZ,1628224300
521,Belyy Yar,53.6039,91.3903,76.89,53,0,2.24,RU,1628224301
522,San Luis,-33.295,-66.3356,57.99,29,2,11.5,AR,1628224030
523,Portree,57.4129,-6.1942,58.51,87,100,7.0,GB,1628224301
524,Faya,18.3851,42.4509,68.11,48,86,5.35,SA,1628224301
525,Puerto Madryn,-42.7692,-65.0385,60.37,46,100,11.59,AR,1628224302
526,Aguas Verdes,-3.4814,-80.245,68.13,87,0,2.73,PE,1628224302
527,Yamada,39.4667,141.95,85.24,67,81,10.38,JP,1628224303
528,Sawākin,19.1059,37.3321,90.23,46,100,22.37,SD,1628224303
529,Hailar,49.2,119.7,76.28,47,6,10.85,CN,1628224303
530,Emilio Carranza,19.9711,-96.6114,78.37,84,93,7.29,MX,1628224304
531,Cefalù,38.0386,14.0229,79.75,38,38,3.0,IT,1628224304
532,Dzaoudzi,-12.7887,45.2699,71.49,88,40,8.05,YT,1628224304
533,Atar,20.5169,-13.0499,90.57,19,6,5.59,MR,1628223848
534,Atikokan,48.7555,-91.6216,62.01,99,43,5.3,CA,1628224305
535,Codrington,-38.2667,141.9667,55.06,79,100,14.58,AU,1628223829
536,Uruçuí,-7.2294,-44.5561,74.19,44,36,3.74,BR,1628224305
537,Ialibu,-6.2821,143.9935,68.63,97,93,2.77,PG,1628224306
538,Brenham,30.1669,-96.3977,79.56,90,1,3.44,US,1628224306
539,Owensboro,37.7742,-87.1133,69.85,78,1,0.0,US,1628224306
540,Buala,-8.145,159.5921,82.58,66,59,8.7,SB,1628224072
541,Kovdor,67.5662,30.4758,53.91,78,97,3.83,RU,1628224307
542,Palekastro,35.2,26.25,88.57,38,0,13.2,GR,1628224307
543,Roald,62.5833,6.1333,60.33,88,0,9.22,NO,1628224307
544,Prince Rupert,54.3161,-130.3201,57.29,88,90,4.61,CA,1628223962
545,Richards Bay,-28.783,32.0377,59.0,91,0,8.14,ZA,1628223886
546,Moerai,-22.4333,-151.3333,73.76,71,7,5.17,PF,1628224308
547,Cam Ranh,11.9214,109.1591,96.76,44,20,5.75,VN,1628224308
548,Chico,39.7285,-121.8375,82.63,41,90,5.75,US,1628224213
549,Morondava,-20.2833,44.2833,71.29,54,76,8.34,MG,1628224308
550,Pitimbu,-7.4706,-34.8086,72.19,81,9,14.97,BR,1628223945
551,Kenitra,34.261,-6.5802,68.85,84,0,4.52,MA,1628224309
552,Ilulissat,69.2167,-51.1,48.22,76,75,5.75,GL,1628223883
553,Boyolangu,-8.1181,111.8935,85.44,63,84,7.74,ID,1628224309
554,Humen,22.819,113.6731,87.71,79,100,10.89,CN,1628224309
555,Vicksburg,32.3526,-90.8779,77.56,92,1,0.0,US,1628224310
556,Lagoa,39.05,-27.9833,72.3,90,24,19.3,PT,1628223892
557,West Bay,19.3667,-81.4167,84.0,82,0,1.99,KY,1628224310
558,Nieves,15.3274,120.9485,84.79,79,100,15.93,PH,1628224310
559,Kanbe,16.7053,96.0017,84.25,88,95,9.62,MM,1628224311
560,Nassau,40.7507,-73.5829,72.66,87,1,1.01,US,1628224311
561,Port-Gentil,-0.7193,8.7815,76.82,82,58,10.07,GA,1628223940
562,Cap Malheureux,-19.9842,57.6142,70.47,66,4,5.99,MU,1628224311
563,Kimbe,-5.5502,150.1429,81.86,72,100,9.71,PG,1628224312
564,Léo,11.1,-2.1,72.57,89,100,5.88,BF,1628224312
